;Unnamed: 0;Unnamed: 0.1;kurs pierwszej transakcji (PLN/MWh);DKR (PLN/MWh);kurs min. (PLN/MWh);kurs max. (PLN/MWh);wolumen (MWh);liczba kontraktow;wartosc obrotu (PLN);liczba transakcji;najlepsza oferta kupna (PLN/MWh);najlepsza oferta sprzedazy (PLN/MWh);LOP (MWh);LOP w liczbie kontraktow;wolumen od poczatku notowan (MWh);liczba kontraktow od poczatku notowan;typ instrumentu;data obrotu;instrument;okres;rok dostawy;sezon dostawy;kwartał dostawy;miesiąc dostawy;ukey
409;409;409.0;67,5;67,68;67,5;67,75;68479.0;31.0;4634482;7.0;67,75;67,5;9761571.0;4419.0;1650123.0;747.0;BASE;09.02.2016;BASE_Q-4-16;Q;16;;4.0;;2016-02-09/BASE_Q-4-16
410;410;410.0;70,75;70,75;70,75;70,75;43180.0;20.0;3054985;4.0;70,75;70,75;144653.0;67.0;166243.0;77.0;BASE;09.02.2016;BASE_Q-1-17;Q;17;;1.0;;2016-02-09/BASE_Q-1-17
411;411;411.0;;61,38;;;;;;;61,35;61,5;1032120.0;235.0;2336544.0;532.0;BASE;09.02.2016;BASE_S-S-16;S;16;S;;;2016-02-09/BASE_S-S-16
412;412;412.0;69,5;69,29;69,25;69,5;104832.0;24.0;7261800;6.0;69,25;69,25;2712528.0;621.0;3437616.0;787.0;BASE;09.02.2016;BASE_S-W-16;S;16;W;;;2016-02-09/BASE_S-W-16
413;413;413.0;;;;;;;;;64;;;;;;BASE;09.02.2016;BASE_S-S-17;S;17;S;;;2016-02-09/BASE_S-S-17
414;414;414.0;69,8;69,7;69,6;69,8;17520.0;2.0;1221144;2.0;69,6;69,55;9346920.0;1067.0;10809840.0;1234.0;BASE;09.02.2016;BASE_Y-17;Y;17;;;;2016-02-09/BASE_Y-17
415;415;415.0;;71,65;;;;;;;71,35;71,95;87600.0;10.0;87600.0;10.0;BASE;09.02.2016;BASE_Y-18;Y;18;;;;2016-02-09/BASE_Y-18
416;416;416.0;;;;;;;;;58;61;;;;;BASE;10.02.2016;BASE_W-07-16;W;16;;;;2016-02-10/BASE_W-07-16
417;417;417.0;;;;;;;;;54;61;;;;;BASE;10.02.2016;BASE_W-08-16;W;16;;;;2016-02-10/BASE_W-08-16
418;418;418.0;;;;;;;;;;;;;;;BASE;10.02.2016;BASE_W-09-16;W;16;;;;2016-02-10/BASE_W-09-16
419;419;419.0;;;;;;;;;;;;;;;BASE;10.02.2016;BASE_W-10-16;W;16;;;;2016-02-10/BASE_W-10-16
420;420;420.0;;60,98;;;;;;;60,8;60,7;9644883.0;12981.0;186493.0;251.0;BASE;10.02.2016;BASE_M-03-16;M;16;;;3.0;2016-02-10/BASE_M-03-16
421;421;421.0;60,5;60,62;60,5;61;64800.0;90.0;3935880;10.0;61;60,5;844560.0;1173.0;1023840.0;1422.0;BASE;10.02.2016;BASE_M-04-16;M;16;;;4.0;2016-02-10/BASE_M-04-16
422;422;422.0;;60,63;;;;;;;60,25;60,75;7440.0;10.0;11160.0;15.0;BASE;10.02.2016;BASE_M-05-16;M;16;;;5.0;2016-02-10/BASE_M-05-16
423;423;423.0;60,35;60,37;60,35;60,4;21840.0;10.0;1318590;3.0;60,4;60;9380280.0;4295.0;1251432.0;573.0;BASE;10.02.2016;BASE_Q-2-16;Q;16;;2.0;;2016-02-10/BASE_Q-2-16
424;424;424.0;;60,38;;;;;;;60,35;60,35;8944608.0;4051.0;602784.0;273.0;BASE;10.02.2016;BASE_Q-3-16;Q;16;;3.0;;2016-02-10/BASE_Q-3-16
425;425;425.0;66,25;66,02;65,9;66,25;66270.0;30.0;4376139,45;7.0;66,25;65,9;9812378.0;4442.0;1716393.0;777.0;BASE;10.02.2016;BASE_Q-4-16;Q;16;;4.0;;2016-02-10/BASE_Q-4-16
426;426;426.0;69;69;69;69;64770.0;30.0;4469130;7.0;69;69;205105.0;95.0;231013.0;107.0;BASE;10.02.2016;BASE_Q-1-17;Q;17;;1.0;;2016-02-10/BASE_Q-1-17
427;427;427.0;60,6;60,6;60,6;60,6;13176.0;3.0;798465,6;1.0;60,6;60,25;1045296.0;238.0;2349720.0;535.0;BASE;10.02.2016;BASE_S-S-16;S;16;S;;;2016-02-10/BASE_S-S-16
428;428;428.0;67,75;67,49;67,35;67,75;174720.0;40.0;11792508;8.0;67,75;67,35;2843568.0;651.0;3612336.0;827.0;BASE;10.02.2016;BASE_S-W-16;S;16;W;;;2016-02-10/BASE_S-W-16
429;429;429.0;66;66;66;66;87840.0;20.0;5797440;3.0;66;66;87840.0;20.0;87840.0;20.0;BASE;10.02.2016;BASE_S-S-17;S;17;S;;;2016-02-10/BASE_S-S-17
430;430;430.0;67,25;67,2;67;67,5;219000.0;25.0;14710230;7.0;67,5;67;9443280.0;1078.0;11028840.0;1259.0;BASE;10.02.2016;BASE_Y-17;Y;17;;;;2016-02-10/BASE_Y-17
431;431;431.0;69,35;69,35;69,35;69,35;43800.0;5.0;3037530;1.0;69,35;69,35;131400.0;15.0;131400.0;15.0;BASE;10.02.2016;BASE_Y-18;Y;18;;;;2016-02-10/BASE_Y-18
432;432;432.0;;;;;;;;;54;62;;;;;BASE;11.02.2016;BASE_W-07-16;W;16;;;;2016-02-11/BASE_W-07-16
433;433;433.0;;;;;;;;;54;62;;;;;BASE;11.02.2016;BASE_W-08-16;W;16;;;;2016-02-11/BASE_W-08-16
434;434;434.0;;;;;;;;;;;;;;;BASE;11.02.2016;BASE_W-09-16;W;16;;;;2016-02-11/BASE_W-09-16
435;435;435.0;;;;;;;;;;;;;;;BASE;11.02.2016;BASE_W-10-16;W;16;;;;2016-02-11/BASE_W-10-16
436;436;436.0;;59,88;;;;;;;59;60,75;9644883.0;12981.0;186493.0;251.0;BASE;11.02.2016;BASE_M-03-16;M;16;;;3.0;2016-02-11/BASE_M-03-16
437;437;437.0;60,75;60,75;60,75;60,75;50400.0;70.0;3061800;3.0;60,75;60,75;889200.0;1235.0;1074240.0;1492.0;BASE;11.02.2016;BASE_M-04-16;M;16;;;4.0;2016-02-11/BASE_M-04-16
438;438;438.0;;59,63;;;;;;;59;60,25;7440.0;10.0;11160.0;15.0;BASE;11.02.2016;BASE_M-05-16;M;16;;;5.0;2016-02-11/BASE_M-05-16
439;439;439.0;;60;;;;;;;59,75;60,25;9380280.0;4295.0;1251432.0;573.0;BASE;11.02.2016;BASE_Q-2-16;Q;16;;2.0;;2016-02-11/BASE_Q-2-16
440;440;440.0;;59,63;;;;;;;59;60,25;8944608.0;4051.0;602784.0;273.0;BASE;11.02.2016;BASE_Q-3-16;Q;16;;3.0;;2016-02-11/BASE_Q-3-16
441;441;441.0;65;65,44;65;65,75;35344.0;16.0;2314479,75;4.0;65,75;65,25;9845513.0;4457.0;1751737.0;793.0;BASE;11.02.2016;BASE_Q-4-16;Q;16;;4.0;;2016-02-11/BASE_Q-4-16
442;442;442.0;68;68;68;68;10795.0;5.0;734060;1.0;68,5;68,75;215900.0;100.0;241808.0;112.0;BASE;11.02.2016;BASE_Q-1-17;Q;17;;1.0;;2016-02-11/BASE_Q-1-17
443;443;443.0;60,25;60,25;60,25;60,25;4392.0;1.0;264618;1.0;60,25;60,25;1049688.0;239.0;2354112.0;536.0;BASE;11.02.2016;BASE_S-S-16;S;16;S;;;2016-02-11/BASE_S-S-16
444;444;444.0;66,5;66,83;66,5;67;87360.0;20.0;5842200;3.0;67;67;2865408.0;656.0;3699696.0;847.0;BASE;11.02.2016;BASE_S-W-16;S;16;W;;;2016-02-11/BASE_S-W-16
445;445;445.0;;66,6;;;;;;;65,2;68;87840.0;20.0;87840.0;20.0;BASE;11.02.2016;BASE_S-S-17;S;17;S;;;2016-02-11/BASE_S-S-17
446;446;446.0;67,25;67,25;67,25;67,25;17520.0;2.0;1178220;2.0;67,25;67,25;9460800.0;1080.0;11046360.0;1261.0;BASE;11.02.2016;BASE_Y-17;Y;17;;;;2016-02-11/BASE_Y-17
447;447;447.0;69,5;69,5;69,5;69,5;43800.0;5.0;3044100;1.0;69,5;69,5;175200.0;20.0;175200.0;20.0;BASE;11.02.2016;BASE_Y-18;Y;18;;;;2016-02-11/BASE_Y-18
448;448;448.0;62;62,63;62;63;12600.0;75.0;788760;4.0;63;61,9;12600.0;75.0;12600.0;75.0;BASE;12.02.2016;BASE_W-07-16;W;16;;;;2016-02-12/BASE_W-07-16
449;449;449.0;61,5;61,65;61,5;61,8;4200.0;25.0;259056;2.0;61,8;62;4200.0;25.0;4200.0;25.0;BASE;12.02.2016;BASE_W-08-16;W;16;;;;2016-02-12/BASE_W-08-16
450;450;450.0;;;;;;;;;;;;;;;BASE;12.02.2016;BASE_W-09-16;W;16;;;;2016-02-12/BASE_W-09-16
451;451;451.0;;;;;;;;;;;;;;;BASE;12.02.2016;BASE_W-10-16;W;16;;;;2016-02-12/BASE_W-10-16
452;452;452.0;60,95;60,95;60,95;60,95;26005.0;35.0;1585004,75;4.0;60,95;60,95;9663458.0;13006.0;212498.0;286.0;BASE;12.02.2016;BASE_M-03-16;M;16;;;3.0;2016-02-12/BASE_M-03-16
453;453;453.0;60,8;60,92;60,8;61;57600.0;80.0;3508560;5.0;61;60,75;925200.0;1285.0;1131840.0;1572.0;BASE;12.02.2016;BASE_M-04-16;M;16;;;4.0;2016-02-12/BASE_M-04-16
454;454;454.0;;59,98;;;;;;;60;60,75;7440.0;10.0;11160.0;15.0;BASE;12.02.2016;BASE_M-05-16;M;16;;;5.0;2016-02-12/BASE_M-05-16
455;455;455.0;60,25;60,25;60,25;60,25;89544.0;41.0;5395026;10.0;60,25;60,25;9469824.0;4336.0;1340976.0;614.0;BASE;12.02.2016;BASE_Q-2-16;Q;16;;2.0;;2016-02-12/BASE_Q-2-16
456;456;456.0;60,25;60,25;60,25;60,25;33120.0;15.0;1995480;3.0;60,25;60,25;8977728.0;4066.0;635904.0;288.0;BASE;12.02.2016;BASE_Q-3-16;Q;16;;3.0;;2016-02-12/BASE_Q-3-16
457;457;457.0;66;66,17;66;66,5;33135.0;15.0;2192432,5;3.0;66,5;66;9867603.0;4467.0;1784872.0;808.0;BASE;12.02.2016;BASE_Q-4-16;Q;16;;4.0;;2016-02-12/BASE_Q-4-16
458;458;458.0;69;69,17;69;69,25;32385.0;15.0;2239962,5;3.0;69,25;69;241808.0;112.0;274193.0;127.0;BASE;12.02.2016;BASE_Q-1-17;Q;17;;1.0;;2016-02-12/BASE_Q-1-17
459;459;459.0;60,25;60,25;60,25;60,25;87840.0;20.0;5292360;4.0;60,25;60,25;1137528.0;259.0;2441952.0;556.0;BASE;12.02.2016;BASE_S-S-16;S;16;S;;;2016-02-12/BASE_S-S-16
460;460;460.0;67,5;67,75;67,5;68;43680.0;10.0;2959320;2.0;68;67,5;2909088.0;666.0;3743376.0;857.0;BASE;12.02.2016;BASE_S-W-16;S;16;W;;;2016-02-12/BASE_S-W-16
461;461;461.0;;66,38;;;;;;;66;67;87840.0;20.0;87840.0;20.0;BASE;12.02.2016;BASE_S-S-17;S;17;S;;;2016-02-12/BASE_S-S-17
462;462;462.0;67,85;67,85;67,85;67,85;43800.0;5.0;2971830;1.0;68;67,75;9460800.0;1080.0;11090160.0;1266.0;BASE;12.02.2016;BASE_Y-17;Y;17;;;;2016-02-12/BASE_Y-17
463;463;463.0;;70,38;;;;;;;69,75;70,5;175200.0;20.0;175200.0;20.0;BASE;12.02.2016;BASE_Y-18;Y;18;;;;2016-02-12/BASE_Y-18
464;464;464.0;63;63;63;63;2520.0;15.0;158760;3.0;63;63;6720.0;40.0;6720.0;40.0;BASE;15.02.2016;BASE_W-08-16;W;16;;;;2016-02-15/BASE_W-08-16
465;465;465.0;;;;;;;;;58;63;;;;;BASE;15.02.2016;BASE_W-09-16;W;16;;;;2016-02-15/BASE_W-09-16
466;466;466.0;;;;;;;;;;;;;;;BASE;15.02.2016;BASE_W-10-16;W;16;;;;2016-02-15/BASE_W-10-16
467;467;467.0;;;;;;;;;;;;;;;BASE;15.02.2016;BASE_W-11-16;W;16;;;;2016-02-15/BASE_W-11-16
468;468;468.0;60,2;60,2;60,2;60,2;11145.0;15.0;670929;3.0;60,2;60,2;9674603.0;13021.0;223643.0;301.0;BASE;15.02.2016;BASE_M-03-16;M;16;;;3.0;2016-02-15/BASE_M-03-16
469;469;469.0;60,9;60,89;60,85;60,9;68400.0;95.0;4165380;7.0;60,9;60,85;990000.0;1375.0;1200240.0;1667.0;BASE;15.02.2016;BASE_M-04-16;M;16;;;4.0;2016-02-15/BASE_M-04-16
470;470;470.0;;60,5;;;;;;;60;60,85;7440.0;10.0;11160.0;15.0;BASE;15.02.2016;BASE_M-05-16;M;16;;;5.0;2016-02-15/BASE_M-05-16
471;471;471.0;60;59,99;59,95;60;48048.0;22.0;2882552,4;6.0;60;59,95;9506952.0;4353.0;1389024.0;636.0;BASE;15.02.2016;BASE_Q-2-16;Q;16;;2.0;;2016-02-15/BASE_Q-2-16
472;472;472.0;;59,95;;;;;;;59,9;60;8977728.0;4066.0;635904.0;288.0;BASE;15.02.2016;BASE_Q-3-16;Q;16;;3.0;;2016-02-15/BASE_Q-3-16
473;473;473.0;;66,28;;;;;;;66,15;66,4;9867603.0;4467.0;1784872.0;808.0;BASE;15.02.2016;BASE_Q-4-16;Q;16;;4.0;;2016-02-15/BASE_Q-4-16
474;474;474.0;69,5;69,5;69,5;69,5;43180.0;20.0;3001010;4.0;69,5;69,5;284988.0;132.0;317373.0;147.0;BASE;15.02.2016;BASE_Q-1-17;Q;17;;1.0;;2016-02-15/BASE_Q-1-17
475;475;475.0;59,8;59,8;59,8;59,8;21960.0;5.0;1313208;1.0;59,9;59,8;1137528.0;259.0;2463912.0;561.0;BASE;15.02.2016;BASE_S-S-16;S;16;S;;;2016-02-15/BASE_S-S-16
476;476;476.0;67,85;67,85;67,85;67,85;21840.0;5.0;1481844;2.0;67,8;67,75;2909088.0;666.0;3765216.0;862.0;BASE;15.02.2016;BASE_S-W-16;S;16;W;;;2016-02-15/BASE_S-W-16
477;477;477.0;;66,75;;;;;;;66;67,5;87840.0;20.0;87840.0;20.0;BASE;15.02.2016;BASE_S-S-17;S;17;S;;;2016-02-15/BASE_S-S-17
478;478;478.0;68,5;68,5;68,5;68,5;8760.0;1.0;600060;1.0;68,5;68,3;9469560.0;1081.0;11098920.0;1267.0;BASE;15.02.2016;BASE_Y-17;Y;17;;;;2016-02-15/BASE_Y-17
479;479;479.0;;70,88;;;;;;;69,75;72;175200.0;20.0;175200.0;20.0;BASE;15.02.2016;BASE_Y-18;Y;18;;;;2016-02-15/BASE_Y-18
480;480;480.0;;62,13;;;;;;;61,5;62,75;6720.0;40.0;6720.0;40.0;BASE;16.02.2016;BASE_W-08-16;W;16;;;;2016-02-16/BASE_W-08-16
481;481;481.0;;;;;;;;;58;63;;;;;BASE;16.02.2016;BASE_W-09-16;W;16;;;;2016-02-16/BASE_W-09-16
482;482;482.0;;;;;;;;;;;;;;;BASE;16.02.2016;BASE_W-10-16;W;16;;;;2016-02-16/BASE_W-10-16
483;483;483.0;;;;;;;;;;;;;;;BASE;16.02.2016;BASE_W-11-16;W;16;;;;2016-02-16/BASE_W-11-16
484;484;484.0;60;59,8;59,5;60;5944.0;8.0;354336,7;3.0;60;59;9679804.0;13028.0;229587.0;309.0;BASE;16.02.2016;BASE_M-03-16;M;16;;;3.0;2016-02-16/BASE_M-03-16
485;485;485.0;61,25;60,15;60;61,25;78480.0;109.0;4725216;14.0;60,9;60;1065600.0;1480.0;1278720.0;1776.0;BASE;16.02.2016;BASE_M-04-16;M;16;;;4.0;2016-02-16/BASE_M-04-16
486;486;486.0;;60;;;;;;;59,5;61;7440.0;10.0;11160.0;15.0;BASE;16.02.2016;BASE_M-05-16;M;16;;;5.0;2016-02-16/BASE_M-05-16
487;487;487.0;59,75;59,55;59,4;59,75;10920.0;5.0;651159,6;3.0;59,8;59,4;9513504.0;4356.0;1399944.0;641.0;BASE;16.02.2016;BASE_Q-2-16;Q;16;;2.0;;2016-02-16/BASE_Q-2-16
488;488;488.0;59,2;59,2;59,2;59,2;11040.0;5.0;653568;2.0;59,2;59,2;8977728.0;4066.0;646944.0;293.0;BASE;16.02.2016;BASE_Q-3-16;Q;16;;3.0;;2016-02-16/BASE_Q-3-16
489;489;489.0;66,25;66,2;66,15;66,25;48598.0;22.0;3216083,1;3.0;66,25;66,15;9900738.0;4482.0;1833470.0;830.0;BASE;16.02.2016;BASE_Q-4-16;Q;16;;4.0;;2016-02-16/BASE_Q-4-16
490;490;490.0;70;69,73;69,4;70;53975.0;25.0;3759898,5;4.0;70;69,4;332486.0;154.0;371348.0;172.0;BASE;16.02.2016;BASE_Q-1-17;Q;17;;1.0;;2016-02-16/BASE_Q-1-17
491;491;491.0;59,5;59,5;59,5;59,5;21960.0;5.0;1306620;1.0;59,5;59,5;1137528.0;259.0;2485872.0;566.0;BASE;16.02.2016;BASE_S-S-16;S;16;S;;;2016-02-16/BASE_S-S-16
492;492;492.0;68,1;67,92;67,8;68,1;87360.0;20.0;5930652;3.0;68,1;67,8;2952768.0;676.0;3852576.0;882.0;BASE;16.02.2016;BASE_S-W-16;S;16;W;;;2016-02-16/BASE_S-W-16
493;493;493.0;;66,2;;;;;;;66;66,4;87840.0;20.0;87840.0;20.0;BASE;16.02.2016;BASE_S-S-17;S;17;S;;;2016-02-16/BASE_S-S-17
494;494;494.0;68,35;68,07;68;68,35;96360.0;11.0;6558612;5.0;68,35;68;9469560.0;1081.0;11195280.0;1278.0;BASE;16.02.2016;BASE_Y-17;Y;17;;;;2016-02-16/BASE_Y-17
495;495;495.0;;71,5;;;;;;;70,5;72,5;175200.0;20.0;175200.0;20.0;BASE;16.02.2016;BASE_Y-18;Y;18;;;;2016-02-16/BASE_Y-18
496;496;496.0;;57,5;;;;;;;54;61;6720.0;40.0;6720.0;40.0;BASE;17.02.2016;BASE_W-08-16;W;16;;;;2016-02-17/BASE_W-08-16
497;497;497.0;;;;;;;;;54;64;;;;;BASE;17.02.2016;BASE_W-09-16;W;16;;;;2016-02-17/BASE_W-09-16
498;498;498.0;;;;;;;;;;65;;;;;BASE;17.02.2016;BASE_W-10-16;W;16;;;;2016-02-17/BASE_W-10-16
499;499;499.0;;;;;;;;;;63;;;;;BASE;17.02.2016;BASE_W-11-16;W;16;;;;2016-02-17/BASE_W-11-16
500;500;500.0;59;59;59;59;8173.0;11.0;482207;3.0;59;58,95;9687977.0;13039.0;237760.0;320.0;BASE;17.02.2016;BASE_M-03-16;M;16;;;3.0;2016-02-17/BASE_M-03-16
501;501;501.0;59,5;59,47;59,4;59,5;68400.0;95.0;4068000;14.0;59,5;59,4;1123200.0;1560.0;1347120.0;1871.0;BASE;17.02.2016;BASE_M-04-16;M;16;;;4.0;2016-02-17/BASE_M-04-16
502;502;502.0;;58,5;;;;;;;58,5;59;7440.0;10.0;11160.0;15.0;BASE;17.02.2016;BASE_M-05-16;M;16;;;5.0;2016-02-17/BASE_M-05-16
503;503;503.0;;58,75;;;;;;;58,5;59;9513504.0;4356.0;1399944.0;641.0;BASE;17.02.2016;BASE_Q-2-16;Q;16;;2.0;;2016-02-17/BASE_Q-2-16
504;504;504.0;59,1;59,1;59,1;59,1;8832.0;4.0;521971,2;2.0;59,1;59;8977728.0;4066.0;655776.0;297.0;BASE;17.02.2016;BASE_Q-3-16;Q;16;;3.0;;2016-02-17/BASE_Q-3-16
505;505;505.0;66;65,81;65,7;66;55225.0;25.0;3631816,9;4.0;65,8;65,7;9955963.0;4507.0;1888695.0;855.0;BASE;17.02.2016;BASE_Q-4-16;Q;16;;4.0;;2016-02-17/BASE_Q-4-16
506;506;506.0;;68,8;;;;;;;68,6;69;332486.0;154.0;371348.0;172.0;BASE;17.02.2016;BASE_Q-1-17;Q;17;;1.0;;2016-02-17/BASE_Q-1-17
507;507;507.0;;58,38;;;;;;;58;59;1137528.0;259.0;2485872.0;566.0;BASE;17.02.2016;BASE_S-S-16;S;16;S;;;2016-02-17/BASE_S-S-16
508;508;508.0;67,4;67,4;67,4;67,4;8736.0;2.0;588806,4;1.0;67,4;67,3;2961504.0;678.0;3861312.0;884.0;BASE;17.02.2016;BASE_S-W-16;S;16;W;;;2016-02-17/BASE_S-W-16
509;509;509.0;65,9;65,9;65,9;65,9;8784.0;2.0;578865,6;1.0;65,9;65,95;96624.0;22.0;96624.0;22.0;BASE;17.02.2016;BASE_S-S-17;S;17;S;;;2016-02-17/BASE_S-S-17
510;510;510.0;67;67,08;67;67,2;157680.0;18.0;10578576;8.0;67,2;67;9627240.0;1099.0;11352960.0;1296.0;BASE;17.02.2016;BASE_Y-17;Y;17;;;;2016-02-17/BASE_Y-17
511;511;511.0;;70,38;;;;;;;68,75;71,9;175200.0;20.0;175200.0;20.0;BASE;17.02.2016;BASE_Y-18;Y;18;;;;2016-02-17/BASE_Y-18
512;512;512.0;;62,23;;;;;;;61;63;6720.0;40.0;6720.0;40.0;BASE;18.02.2016;BASE_W-08-16;W;16;;;;2016-02-18/BASE_W-08-16
513;513;513.0;;;;;;;;;56;63;;;;;BASE;18.02.2016;BASE_W-09-16;W;16;;;;2016-02-18/BASE_W-09-16
514;514;514.0;;;;;;;;;;64;;;;;BASE;18.02.2016;BASE_W-10-16;W;16;;;;2016-02-18/BASE_W-10-16
515;515;515.0;;;;;;;;;;63;;;;;BASE;18.02.2016;BASE_W-11-16;W;16;;;;2016-02-18/BASE_W-11-16
516;516;516.0;59;59;59;59;3715.0;5.0;219185;1.0;59;59;9687977.0;13039.0;241475.0;325.0;BASE;18.02.2016;BASE_M-03-16;M;16;;;3.0;2016-02-18/BASE_M-03-16
517;517;517.0;60,01;60;60;60,01;25200.0;35.0;1512036;3.0;60,01;60;1148400.0;1595.0;1372320.0;1906.0;BASE;18.02.2016;BASE_M-04-16;M;16;;;4.0;2016-02-18/BASE_M-04-16
518;518;518.0;;59,88;;;;;;;59,5;59,7;7440.0;10.0;11160.0;15.0;BASE;18.02.2016;BASE_M-05-16;M;16;;;5.0;2016-02-18/BASE_M-05-16
519;519;519.0;;59,75;;;;;;;59,5;59,5;9513504.0;4356.0;1399944.0;641.0;BASE;18.02.2016;BASE_Q-2-16;Q;16;;2.0;;2016-02-18/BASE_Q-2-16
520;520;520.0;;59,5;;;;;;;59,25;59,75;8977728.0;4066.0;655776.0;297.0;BASE;18.02.2016;BASE_Q-3-16;Q;16;;3.0;;2016-02-18/BASE_Q-3-16
521;521;521.0;65,75;66;65,75;66,25;26508.0;12.0;1748423,5;2.0;66,25;65,75;9967008.0;4512.0;1915203.0;867.0;BASE;18.02.2016;BASE_Q-4-16;Q;16;;4.0;;2016-02-18/BASE_Q-4-16
522;522;522.0;69,75;69,75;69,75;69,75;10795.0;5.0;752951,25;1.0;69,75;69,5;332486.0;154.0;382143.0;177.0;BASE;18.02.2016;BASE_Q-1-17;Q;17;;1.0;;2016-02-18/BASE_Q-1-17
523;523;523.0;;59,5;;;;;;;59,25;59,75;1137528.0;259.0;2485872.0;566.0;BASE;18.02.2016;BASE_S-S-16;S;16;S;;;2016-02-18/BASE_S-S-16
524;524;524.0;;67,83;;;;;;;67,75;67,75;2961504.0;678.0;3861312.0;884.0;BASE;18.02.2016;BASE_S-W-16;S;16;W;;;2016-02-18/BASE_S-W-16
525;525;525.0;;64,63;;;;;;;63;66,25;96624.0;22.0;96624.0;22.0;BASE;18.02.2016;BASE_S-S-17;S;17;S;;;2016-02-18/BASE_S-S-17
526;526;526.0;;67,75;;;;;;;67,5;67,75;9627240.0;1099.0;11352960.0;1296.0;BASE;18.02.2016;BASE_Y-17;Y;17;;;;2016-02-18/BASE_Y-17
527;527;527.0;;70,13;;;;;;;69,5;71;175200.0;20.0;175200.0;20.0;BASE;18.02.2016;BASE_Y-18;Y;18;;;;2016-02-18/BASE_Y-18
528;528;528.0;63;63;63;63;4200.0;25.0;264600;1.0;63;63;10920.0;65.0;10920.0;65.0;BASE;19.02.2016;BASE_W-08-16;W;16;;;;2016-02-19/BASE_W-08-16
529;529;529.0;;;;;;;;;;64;;;;;BASE;19.02.2016;BASE_W-09-16;W;16;;;;2016-02-19/BASE_W-09-16
530;530;530.0;;;;;;;;;;64;;;;;BASE;19.02.2016;BASE_W-10-16;W;16;;;;2016-02-19/BASE_W-10-16
531;531;531.0;;;;;;;;;;63;;;;;BASE;19.02.2016;BASE_W-11-16;W;16;;;;2016-02-19/BASE_W-11-16
532;532;532.0;59;59,2;59;59,25;14860.0;20.0;879526,25;5.0;59,25;59;9687977.0;13039.0;256335.0;345.0;BASE;19.02.2016;BASE_M-03-16;M;16;;;3.0;2016-02-19/BASE_M-03-16
533;533;533.0;60;60,08;60;60,4;21600.0;30.0;1297440;5.0;60,4;60;1170000.0;1625.0;1393920.0;1936.0;BASE;19.02.2016;BASE_M-04-16;M;16;;;4.0;2016-02-19/BASE_M-04-16
534;534;534.0;;60,5;;;;;;;60;61;7440.0;10.0;11160.0;15.0;BASE;19.02.2016;BASE_M-05-16;M;16;;;5.0;2016-02-19/BASE_M-05-16
535;535;535.0;59,65;59,68;59,65;59,7;15288.0;7.0;912475,2;2.0;59,7;59,65;9524424.0;4361.0;1415232.0;648.0;BASE;19.02.2016;BASE_Q-2-16;Q;16;;2.0;;2016-02-19/BASE_Q-2-16
536;536;536.0;59,45;59,45;59,45;59,45;11040.0;5.0;656328;1.0;59,45;59,45;8988768.0;4071.0;666816.0;302.0;BASE;19.02.2016;BASE_Q-3-16;Q;16;;3.0;;2016-02-19/BASE_Q-3-16
537;537;537.0;66,31;66,3;66,3;66,31;33135.0;15.0;2196938,86;4.0;66,31;66,3;10000143.0;4527.0;1948338.0;882.0;BASE;19.02.2016;BASE_Q-4-16;Q;16;;4.0;;2016-02-19/BASE_Q-4-16
538;538;538.0;69,75;69,75;69,75;69,75;10795.0;5.0;752951,25;1.0;69,75;69,75;343281.0;159.0;392938.0;182.0;BASE;19.02.2016;BASE_Q-1-17;Q;17;;1.0;;2016-02-19/BASE_Q-1-17
539;539;539.0;59,55;59,55;59,55;59,55;21960.0;5.0;1307718;1.0;59,55;59,55;1159488.0;264.0;2507832.0;571.0;BASE;19.02.2016;BASE_S-S-16;S;16;S;;;2016-02-19/BASE_S-S-16
540;540;540.0;67,9;67,88;67,85;67,9;43680.0;10.0;2964780;2.0;67,9;67,85;3005184.0;688.0;3904992.0;894.0;BASE;19.02.2016;BASE_S-W-16;S;16;W;;;2016-02-19/BASE_S-W-16
541;541;541.0;;65,1;;;;;;;64;66,2;96624.0;22.0;96624.0;22.0;BASE;19.02.2016;BASE_S-S-17;S;17;S;;;2016-02-19/BASE_S-S-17
542;542;542.0;;67,9;;;;;;;67,8;67,9;9627240.0;1099.0;11352960.0;1296.0;BASE;19.02.2016;BASE_Y-17;Y;17;;;;2016-02-19/BASE_Y-17
543;543;543.0;;71,25;;;;;;;70,5;72;175200.0;20.0;175200.0;20.0;BASE;19.02.2016;BASE_Y-18;Y;18;;;;2016-02-19/BASE_Y-18
544;544;544.0;;;;;;;;;56;62,75;;;;;BASE;22.02.2016;BASE_W-09-16;W;16;;;;2016-02-22/BASE_W-09-16
545;545;545.0;;;;;;;;;56;62,75;;;;;BASE;22.02.2016;BASE_W-10-16;W;16;;;;2016-02-22/BASE_W-10-16
546;546;546.0;;;;;;;;;;;;;;;BASE;22.02.2016;BASE_W-11-16;W;16;;;;2016-02-22/BASE_W-11-16
547;547;547.0;;;;;;;;;;;;;;;BASE;22.02.2016;BASE_W-12-16;W;16;;;;2016-02-22/BASE_W-12-16
548;548;548.0;59,45;60,05;59,45;60,7;50524.0;68.0;3032257,3;12.0;60,6;59,45;9728842.0;13094.0;306859.0;413.0;BASE;22.02.2016;BASE_M-03-16;M;16;;;3.0;2016-02-22/BASE_M-03-16
